 ;Piraeus;Neo Faliro;Moschato;Kallithea;Tavros;Petralona;Thissio;Monastiraki;Omonia;Victoria;Attiki;Aghios Nikolaos;Kato Patissia;Aghios Eleftherios;Ano Patissia;Perissos;Pefkakia;Nea Ionia;Iraklio;Irini;Neratziotissa;Maroussi;KAT;Kifissia;Aghios Antonios;Sepolia;Attiki;Larissa Station;Metaxourghio;Omonia;Panepistimio;Syntagma;Akropoli;Sygrou-Fix;Neos Kosmos;Aghios Ioannis;Dafni;Aghios Dimitrios;Egaleo;Eleonas;Kerameikos;Monastiraki;Syntagma;Evangelismos;Megaro Moussikis;Ambelokipi;Panormou;Katehaki;Ethniki Amyna;Holargos;Nomismatokopio;Aghia Paraskevi;Halandri;Doukissis Plakentias;Pallini;Paiania-Kantza;Koropi;Airport
Larissa Station;8.326504345603386;7.154708176348902;5.4338074944156;4.109063206734662;3.541744554206914;2.8478712499943177;1.6760496626643253;1.847669290030333;1.276412935881831;0.8355820000389013;0.8255487140554325;1.8084910061572117;2.2476279438807905;3.287725270576807;3.752790511193349;4.970924399700682;5.607126006763605;6.2324107878288695;8.467784754991838;7.881265082399051;8.685789298182094;10.250974271019022;10.939670087031157;11.918812536317686;2.4610516105957787;1.2877953257942283;0.8255487140554325;0.0;0.6696856296987672;1.276412935881831;1.7088275531692882;2.282649691292801;2.7126535535337846;3.143964746031864;3.9001537153138934;4.142760220423517;4.958986234298521;5.9939385978715265;3.4183916590916947;2.397807095371288;1.728940485600421;1.847669290030333;2.282649691292801;2.930582317123203;3.1688729441866017;3.295534332151908;3.766011144220949;4.925617898690822;5.6522035943421605;6.648156627105995;7.700257857998921;11.342431966491676;11.400630426582005;10.610296263403557;11.400630426582005;13.17149825862334;17.723497119901932;20.623583204531908;
Metaxourghio;7.969651468454518;6.687944206720102;4.954128514976452;3.555178009235668;3.090646857081407;2.241105068996127;1.0096878030840553;1.2030336704626312;0.7423897273971924;1.1081053835682229;1.4843257580181024;2.4433561060731255;2.885681934180373;3.9235418504823354;4.381731734387978;5.580708723548675;6.204870898983722;6.822530672100676;9.039406244612834;8.369312948261207;9.14413280608022;10.71856824860606;11.440028821158432;12.433012750884465;2.9488683128737083;1.9116580247989006;1.4843257580181024;0.6696856296987672;0.0;0.7423897273971924;1.2542451805942665;1.771228781136971;2.0758246791764683;2.4836330681277485;3.2404789472118707;3.5051021926317025;4.319638768831834;5.354151021861326;3.4756892392366785;2.3645693138399038;1.1963601341986005;1.2030336704626312;1.771228781136971;2.5665228488840746;2.917071517022192;3.2381129655723955;3.832979439145823;4.982909422999415;5.771221647402485;6.811077613648853;7.879734900237819;11.549161270248058;11.606326854480551;10.829989987959248;11.606326854480551;13.139764503642656;17.393240594944775;20.424732160626764;
Panepistimio;8.620572273717682;7.126435866239156;5.407462004930475;3.8674685617360534;3.7075601223428793;2.4928473961274733;1.2342639164369222;0.8031858290695857;0.5250635683223475;1.4193235061696674;2.30840505263811;3.046330634730736;3.4629968728616434;4.429460540997693;4.83691386340064;5.915948659464748;6.477657836558585;7.053661761543396;9.170530388133454;8.260112115089234;8.94743790236565;10.52763897182756;11.32946434476525;12.353847324866903;4.154460799125239;2.9802010967847554;2.30840505263811;1.7088275531692882;1.2542451805942665;0.5250635683223475;0.0;0.5893437804774526;1.3123217643669833;1.8660492979116017;2.5508319089738487;2.6374430603557095;3.4381367315646587;4.457517352938049;4.662986462339968;3.527853186821099;1.9294109125691457;0.8031858290695857;0.5893437804774526;1.3234383972706818;1.7482728434198862;2.295553499101343;3.040093715433983;4.120921113123507;4.979779903649226;6.065604634565732;7.142898178368196;10.820380693320544;10.875473177007546;10.127950053136065;10.875473177007546;12.082867653080143;16.14187447256516;19.221892848353793;
Syntagma;8.643689076608279;7.054808351799406;5.366850088995039;3.799723952182086;3.791638652907968;2.4767133516184026;1.4357195725362744;0.8909760668804033;1.031854964314105;1.9964681490185578;2.89765297034253;3.6172660746799963;4.026769321116166;4.973882927867112;5.3686863108877665;6.413320421956667;6.955346248656466;7.516418720673173;9.59297184127755;8.603024207773712;9.25215134828326;10.82747985972982;11.658426641509527;12.69187579088625;4.708789935444971;3.5619681213399734;2.89765297034253;2.282649691292801;1.771228781136971;1.031854964314105;0.5893437804774526;0.0;0.9174150695764901;1.4783815720737346;2.0825851830252082;2.096964157915631;2.8825160130317413;3.891692248870872;5.056546350855453;3.915600881714444;2.187901032561942;0.8909760668804033;0.0;1.0005750481038027;1.564920784485486;2.3234179516139233;3.137339571902092;4.1346332121744025;5.023522546486112;6.122455813759447;7.193793053050454;10.854291042721833;10.907932476579864;10.180543813564414;10.907932476579864;11.881999409955682;15.685848856195573;18.861389846440957;
Akropoli;7.897311919183087;6.234907557156302;4.583611131046981;3.0144027530977247;3.172224180758266;1.801097163412282;1.2764020747306564;0.8733269725370043;1.4803979885650083;2.6741222964257285;3.4545375040517734;4.29265306403742;4.722357546199932;5.7136372209143165;6.132070476589976;7.226247946333573;7.789977684470242;8.365122048932939;10.471616064385348;9.51305988155025;10.168293625057064;11.744159577955994;12.571787791819867;13.603701846470523;4.9654407001443035;3.9857464316698064;3.4545375040517734;2.7126535535337846;2.0758246791764683;1.4803979885650083;1.3123217643669833;0.9174150695764901;0.0;0.5653589558915095;1.2460774499761642;1.4305815690427366;2.246504386194596;3.2814934811609358;4.883601075474253;3.7677256527587195;1.9466221211227441;0.8733269725370043;0.9174150695764901;1.741973887966377;2.358807136219488;3.202752144966133;4.031485921174578;4.98605275735247;5.884552239864416;6.98537807930964;8.05041004765938;11.69410704211773;11.746793121777243;11.0321738470676;11.746793121777243;12.512850015297197;15.877702827944013;19.244851114056925;
Sygrou-Fix;7.519552130643098;5.797076114949418;4.190361044370921;2.6407483719138103;2.9537069742499082;1.602898937380462;1.5564007048466748;1.3076778266109166;1.9726056533496281;3.191276644796645;3.919699829691766;4.794174420524008;5.2289700467832585;6.23302416122845;6.65913559509725;7.7692142558846164;8.339655580057633;8.918885034555906;11.0330937242359;10.078036429296628;10.730515855628772;12.30563394016316;13.135897383453166;14.168330859810583;5.274798390817156;4.3883239750428125;3.919699829691766;3.143964746031864;2.4836330681277485;1.9726056533496281;1.8660492979116017;1.4783815720737346;0.5653589558915095;0.0;0.7568600532258108;1.1130891429136118;1.8891592714453518;2.909005895252283;4.950025382397183;3.874025636889455;2.088352906134182;1.3076778266109166;1.4783815720737346;2.228842034862571;2.849681346652299;3.7293141162708774;4.565446578630573;5.487843339387144;6.390640289195106;7.4909381332449;8.549920173824766;12.177764022527821;12.229698410369664;11.525214791850336;12.229698410369664;12.852566980544736;15.933131931079469;19.41647104355532;
Neos Kosmos;7.54660701995591;5.720987160653621;4.23410683018907;2.7798379890622624;3.309655494728358;2.0710511025382927;2.303427778733841;2.0592944670142135;2.7122867036229024;3.9186697927477403;4.671417170697432;5.532612236183772;5.964528348713237;6.959302133892416;7.37809328587318;8.46661602482126;9.023602504419193;9.592235377807022;11.675345983032893;10.656207457340594;11.274931171910547;12.84224269583022;13.697091152242706;14.736378757699391;6.009942104134588;5.144603655296558;4.671417170697432;3.9001537153138934;3.2404789472118707;2.7122867036229024;2.5508319089738487;2.0825851830252082;1.2460774499761642;0.7568600532258108;0.0;0.56539917864274;1.190282408432624;2.179580364914287;5.547527811055212;4.511573676908194;2.777990612531576;2.0592944670142135;2.0825851830252082;2.627800534077652;3.2291307629736457;4.167672184354939;5.012970625519006;5.841867074410482;6.7474043695936645;7.8395186532762065;8.878418768607565;12.4569145498318;12.50698116107669;11.828202997689884;12.50698116107669;12.854191996946179;15.535337881102858;19.15772568193639;
Aghios Ioannis;8.083432796832254;6.234538643731182;4.781487166781847;3.3430738765487136;3.867516731093335;2.6005288199094774;2.6429200936411394;2.3020783852923303;2.896712323210794;4.050047928362893;4.873714188443324;5.678123510872528;6.099026456003696;7.064427767934133;7.4643510249616325;8.505462112988189;9.037083162406923;9.586805743016473;11.619334276137554;10.524246724264799;11.105900881992119;12.662233761167073;13.540765049369263;14.58584865634621;6.36438735158425;5.41593928816116;4.873714188443324;4.142760220423517;3.5051021926317025;2.896712323210794;2.6374430603557095;2.096964157915631;1.4305815690427366;1.1130891429136118;0.56539917864274;0.0;0.8163733852477558;1.8512006601331523;6.040480207322525;4.979033987179873;3.2013981174423742;2.3020783852923303;2.096964157915631;2.424151020021698;2.9865706156546676;3.9492117578758004;4.7893519510054;5.5378343913575945;6.438732671507998;7.519328282624127;8.540528798197371;12.079507019260928;12.128374880998226;11.466504816158524;12.128374880998226;12.347109352260137;14.973884408582512;18.594497722927997;
Dafni;8.266486186104581;6.346592520160893;5.04391216795357;3.7411197531757376;4.401940679038259;3.2380660301210824;3.4402577308701847;3.1168559842208983;3.7119727208541144;4.8551507237994;5.688627421063051;6.4833895561462;6.901056885393796;7.8563912849953725;8.248960617462032;9.267614517746134;9.78500534187533;10.32284797404469;12.318502980231035;11.163597441725651;11.708635508279379;13.250512701906837;14.151468559950223;15.200712893531433;7.162114656976254;6.2309653315115385;5.688627421063051;4.958986234298521;4.319638768831834;3.7119727208541144;3.4381367315646587;2.8825160130317413;2.246504386194596;1.8891592714453518;1.190282408432624;0.8163733852477558;0.0;1.0349890999708178;6.731261602912114;5.701666959266253;3.9603803972883864;3.1168559842208983;2.8825160130317413;3.0736222270935074;3.5809888507254994;4.547160477449092;5.369698435415495;6.011549551339989;6.896950652298511;7.9526413576755965;8.940805131397296;12.399536054319016;12.446113927228026;11.815779905859818;12.446113927228026;12.360135187060393;14.524592612220845;18.294864765763542;
Aghios Dimitrios;8.630308538203822;6.657660328236976;5.5569914641976395;4.4333757861584235;5.202425623368382;4.149442292518427;4.464741282051131;4.151559732940789;4.74482009920961;5.876578756258461;6.720674017507453;7.503771186408303;7.917547777902863;8.860863295121742;9.244810843919415;10.237006145573416;10.73756794353368;11.261079636509907;13.211052742763318;11.989306019217423;12.49045710029964;14.011290389882072;14.936752994386218;15.989016337873675;8.183274006100518;7.265632451664643;6.720674017507453;5.9939385978715265;5.354151021861326;4.74482009920961;4.457517352938049;3.891692248870872;3.2814934811609358;2.909005895252283;2.179580364914287;1.8512006601331523;1.0349890999708178;0.0;7.6546714516615895;6.6590544142642045;4.9559564005392485;4.151559732940789;3.891692248870872;3.974598523334746;4.423093820553034;5.373305860124813;6.166455443553845;6.688031060173058;7.544828862122508;8.561307409237488;9.502760092797601;12.844158408462981;12.887739421730531;12.298569592749612;12.887739421730531;12.426431872660476;13.978717815517177;17.935000099789413;
Egaleo;5.791960673444547;5.34541160518548;4.020149396963922;3.6906898095664804;2.7118476649998247;3.505401502021795;3.6710330447251285;4.208537363032313;4.141474500458051;4.2527262538114305;3.713384717017784;4.433717516035209;4.710533015765971;5.517910866730713;5.9636577741888335;7.185547826879024;7.854632060199885;8.487023688553064;10.729054103566781;10.594794149291229;11.488787208046523;12.985041738516756;13.521232583711413;14.414250464202643;2.3023691646762483;3.0900297370124705;3.713384717017784;3.4183916590916947;3.4756892392366785;4.141474500458051;4.662986462339968;5.056546350855453;4.883601075474253;4.950025382397183;5.547527811055212;6.040480207322525;6.731261602912114;7.6546714516615895;0.0;1.140950250593974;2.941765466353144;4.208537363032313;5.056546350855453;5.981734920018583;6.385001209938749;6.680603103130906;7.184402722888925;8.343968347375192;9.05795259937273;10.027746226976591;11.062487588712878;14.662374357218798;14.721525427359367;13.918138298105719;14.721525427359367;16.58020513824857;20.724237586248186;23.884471467661093;
Eleonas;6.1968138348067825;5.377707011222815;3.8168926835249777;3.058439056210168;2.117254866247073;2.5379011742256283;2.5367634242839383;3.0705749263177933;3.008649857569574;3.229118182092947;2.8447675217513653;3.6998958697336417;4.043897120196226;4.9664266125205705;5.435725909832315;6.690204792514379;7.360897852595914;8.000871569654368;10.265474641136569;9.95514233365419;10.816885283527693;12.34868754999107;12.950139418999415;13.88150013141162;2.1512594401270735;2.403465305819542;2.8447675217513653;2.397807095371288;2.3645693138399038;3.008649857569574;3.527853186821099;3.915600881714444;3.7677256527587195;3.874025636889455;4.511573676908194;4.979033987179873;5.701666959266253;6.6590544142642045;1.140950250593974;0.0;1.821105761790287;3.0705749263177933;3.915600881714444;4.843923005287254;5.258241760986843;5.594616582423015;6.140601161568685;7.299587490962298;8.045953287651221;9.045919384512892;10.09663297356837;13.731161993733405;13.78963347685491;12.99528937924237;13.78963347685491;15.499454151828445;19.58679726642539;22.749469263478073;
Kerameikos;6.812854197729984;5.492193311982933;3.75789060535541;2.3811843326090005;1.9046366936184909;1.1603355292626691;0.7539059380592867;1.302632646678494;1.4817630173744412;2.303877455305109;2.5326851922962414;3.5282290275158297;3.9621672312452234;4.999766618002615;5.469694021038067;6.696765114975665;7.3355212686069455;7.96133085073339;10.19523765004854;9.562363990693044;10.340356864487212;11.914420328854657;12.631123443998412;13.620432675876115;3.2819795804667264;2.6697593478993524;2.5326851922962414;1.728940485600421;1.1963601341986005;1.4817630173744412;1.9294109125691457;2.187901032561942;1.9466221211227441;2.088352906134182;2.777990612531576;3.2013981174423742;3.9603803972883864;4.9559564005392485;2.941765466353144;1.821105761790287;0.0;1.302632646678494;2.187901032561942;3.1702681060306745;3.6657973533943053;4.1948491111039194;4.879378082658903;6.001641573454009;6.830936545699813;7.895824087730356;8.971042573904422;12.649486704386517;12.705824820898547;11.940493350217416;12.705824820898547;14.010191077609756;17.79131219625462;21.04493365273636;
Evangelismos;9.610407088800422;7.975499787659089;6.312226339970341;4.7413099447388065;4.785716377343581;3.4537835198035842;2.4243082488860876;1.8867200784486453;1.8484638565308782;2.3857665810263535;3.360218747608191;3.8660984498486064;4.221557625718118;5.053009690063143;5.389244074053454;6.299116136893574;6.775790541539863;7.2892954072544525;9.248222904791653;8.104376438608357;8.682236910144521;10.240632668005686;11.116617551010993;12.161867917058963;5.389762028262838;4.132514824617448;3.360218747608191;2.930582317123203;2.5665228488840746;1.8484638565308782;1.3234383972706818;1.0005750481038027;1.741973887966377;2.228842034862571;2.627800534077652;2.424151020021698;3.0736222270935074;3.974598523334746;5.981734920018583;4.843923005287254;3.1702681060306745;1.8867200784486453;1.0005750481038027;0.0;0.6208801129804821;1.5402926436637638;2.385568210050084;3.2591992083302057;4.162692717592328;5.262600742449047;6.321151907489466;9.955118763153104;10.007526604431169;9.298014537826365;10.007526604431169;10.881743269331102;14.828104107745462;17.907065941399253;
Megaro Moussikis;10.205530662691055;8.588243897376406;6.9170840992539775;5.346717985070967;5.3530971285778595;4.040441626737206;2.9382433652055915;2.421143381695201;2.2536305837757973;2.499630033101797;3.461182276383504;3.8129273739207186;4.123689304266788;4.864989484402295;5.1604014957539635;5.980914592739941;6.417316499011557;6.901748635551182;8.792775290561211;7.584316441812022;8.13240612179118;9.681906472366368;10.573065558987587;11.621386137367475;5.589640630546811;4.278493824277657;3.461182276383504;3.1688729441866017;2.917071517022192;2.2536305837757973;1.7482728434198862;1.564920784485486;2.358807136219488;2.849681346652299;3.2291307629736457;2.9865706156546676;3.5809888507254994;4.423093820553034;6.385001209938749;5.258241760986843;3.6657973533943053;2.421143381695201;1.564920784485486;0.6208801129804821;0.0;0.9674104485382585;1.8029471267876325;2.6386700989977094;3.5426553975193467;4.642238252254247;5.7002760136838795;9.335839186672612;9.38839000212606;8.677429302311664;9.38839000212606;10.34715308359851;14.5588190830323;17.507698745173435;
Ambelokipi;10.910920179857992;9.370467789687023;7.669414084439575;6.109759498394116;6.002931287443937;4.757670828076575;3.5287950006128255;3.0734096305250564;2.7142667277794845;2.4973886310113036;3.3527578633841943;3.445527773393241;3.674752934309157;4.262497871068357;4.4960695007184315;5.193565998478883;5.581762108859705;6.034058365763672;7.863385418763674;6.621852905820779;7.1650085394773075;8.715369060527918;9.605746024701597;10.65423549693523;5.553089320521303;4.197915460747862;3.3527578633841943;3.295534332151908;3.2381129655723955;2.7142667277794845;2.295553499101343;2.3234179516139233;3.202752144966133;3.7293141162708774;4.167672184354939;3.9492117578758004;4.547160477449092;5.373305860124813;6.680603103130906;5.594616582423015;4.1948491111039194;3.0734096305250564;2.3234179516139233;1.5402926436637638;0.9674104485382585;0.0;0.8453141170044989;1.828130529693787;2.7038709749974905;3.8007291153419764;4.874220328672324;8.542832693803028;8.597156236991806;7.861924936670312;8.597156236991806;9.904896007293438;14.663919756581672;17.360768750677487;
Panormou;11.654198442935137;10.157470280548502;8.444855422301154;6.8952039089662005;6.732296872864999;5.5290649806044145;4.256446515994008;3.8370078433297787;3.4040080615936503;2.932403579101508;3.646318616105438;3.5028222203400294;3.6364312716476164;4.027841497267072;4.179218665611624;4.700730479955106;5.015301369762108;5.415342197230444;7.1358515580942035;5.8244985576732295;6.339304633730231;7.8825311713227295;8.783287225960622;9.833594997459073;5.82600312020622;4.474387123616801;3.646318616105438;3.766011144220949;3.832979439145823;3.4040080615936503;3.040093715433983;3.137339571902092;4.031485921174578;4.565446578630573;5.012970625519006;4.7893519510054;5.369698435415495;6.166455443553845;7.184402722888925;6.140601161568685;4.879378082658903;3.8370078433297787;3.137339571902092;2.385568210050084;1.8029471267876325;0.8453141170044989;0.0;1.1599034899101988;1.9516240559503415;3.027042448499462;4.104504451152098;7.783731965998214;7.839226329354956;7.088089537313183;7.839226329354956;9.424415801891806;14.632007596876944;17.10289321229336;
Katehaki;12.738900946279351;11.189180005426874;9.493941204264598;7.931229762194183;7.828211378689997;6.584496598556012;5.351903155670524;4.90153856716233;4.520417327421023;4.091533516427636;4.77949570439473;4.5444765025230485;4.617973952061867;4.839230778090041;4.900132821451513;5.170862149013055;5.35121333626001;5.637822348132274;7.057525913461724;5.534114229404671;5.890887675206072;7.362699544873211;8.323906450980616;9.376088674549969;6.938345904745851;5.596061939501832;4.77949570439473;4.925617898690822;4.982909422999415;4.520417327421023;4.120921113123507;4.1346332121744025;4.98605275735247;5.487843339387144;5.841867074410482;5.5378343913575945;6.011549551339989;6.688031060173058;8.343968347375192;7.299587490962298;6.001641573454009;4.90153856716233;4.1346332121744025;3.2591992083302057;2.6386700989977094;1.828130529693787;1.1599034899101988;0.0;0.9058727486346818;2.003682165061484;3.064359744912619;6.719987762860605;6.773822503424205;6.04784772481494;6.773822503424205;8.278288035150895;13.768123218625595;16.053848266691848;
Ethniki Amyna;13.599690851212646;12.07429109234668;10.372103432388208;8.813585248122404;8.680501927327178;7.458458549022499;6.203405171987461;5.769712254346165;5.355273740031266;4.817751154091552;5.413779769717006;5.0431713674231675;5.045270627006995;5.08963874166666;5.066050671601347;5.113817242404441;5.180156053690502;5.369791451616969;6.542139601161265;4.9066561915897395;5.162708659011125;6.583065730412715;7.568258092675002;8.61592388694022;7.511091546576698;6.198054834989537;5.413779769717006;5.6522035943421605;5.771221647402485;5.355273740031266;4.979779903649226;5.023522546486112;5.884552239864416;6.390640289195106;6.7474043695936645;6.438732671507998;6.896950652298511;7.544828862122508;9.05795259937273;8.045953287651221;6.830936545699813;5.769712254346165;5.023522546486112;4.162692717592328;3.5426553975193467;2.7038709749974905;1.9516240559503415;0.9058727486346818;0.0;1.100847747115739;2.1705306685914194;5.841642081563822;5.896433116611992;5.158095337401866;5.896433116611992;7.701782479243316;13.671859288568902;15.688110199778796;
Holargos;14.68109130265667;13.170514309994456;11.465004993996146;9.908957027210134;9.758425078387898;8.550029842981449;7.283332261776514;6.85938379880989;6.42680674864825;5.81997092517927;6.340485116288073;5.863414879949561;5.803067884033866;5.68021846250627;5.57230187012359;5.374735653406331;5.302176347983573;5.3616576122716495;6.1557131100370315;4.390587171956351;4.464425700473399;5.767904079296142;6.785297500638823;7.817002258187411;8.3649657303086;7.089565617315449;6.340485116288073;6.648156627105995;6.811077613648853;6.42680674864825;6.065604634565732;6.122455813759447;6.98537807930964;7.4909381332449;7.8395186532762065;7.519328282624127;7.9526413576755965;8.561307409237488;10.027746226976591;9.045919384512892;7.895824087730356;6.85938379880989;6.122455813759447;5.262600742449047;4.642238252254247;3.8007291153419764;3.027042448499462;2.003682165061484;1.100847747115739;0.0;1.0774658467114926;4.757000306138893;4.81269000587199;4.063444875236846;4.81269000587199;6.9927211162034695;13.513661513586204;15.191152846366007;
Nomismatokopio;15.758485260221702;14.244686556049396;12.540992053246496;10.98368790321226;10.83562245086543;9.626400886088527;8.360742462458207;7.936162820593906;7.503472762219425;6.876196497891422;7.361165536279127;6.830328541764945;6.734752905525654;6.5093224118654085;6.346716966689791;5.97461531306864;5.792767233418651;5.738399510131469;6.134909608037612;4.296183899089339;4.137191004866137;5.233038277613056;6.273139888550116;7.267391653097398;9.337806032754033;8.088879588518632;7.361165536279127;7.700257857998921;7.879734900237819;7.503472762219425;7.142898178368196;7.193793053050454;8.05041004765938;8.549920173824766;8.878418768607565;8.540528798197371;8.940805131397296;9.502760092797601;11.062487588712878;10.09663297356837;8.971042573904422;7.936162820593906;7.193793053050454;6.321151907489466;5.7002760136838795;4.874220328672324;4.104504451152098;3.064359744912619;2.1705306685914194;1.0774658467114926;0.0;3.679854622422118;3.7357097236949874;2.9877722160344855;3.7357097236949874;6.256433432066936;13.263660941327085;14.604856876475584;
Aghia Paraskevi;19.437930404414583;17.90906121720383;16.212234800968325;14.651002982913806;14.5154184458963;13.299695927594644;12.040172367449;11.611353574075142;11.183249517610673;10.52725853929436;10.949073802005508;10.326158343576244;10.167653646553765;9.755502800831952;9.494164313093746;8.79778868054724;8.405122725578396;8.109642481419948;7.450996724082742;5.834207231644382;5.083387772098067;5.076491252790724;5.932296422975246;6.582996055981641;12.816761051298277;11.631651760801631;10.949073802005508;11.342431966491676;11.549161270248058;11.183249517610673;10.820380693320544;10.854291042721833;11.69410704211773;12.177764022527821;12.4569145498318;12.079507019260928;12.399536054319016;12.844158408462981;14.662374357218798;13.731161993733405;12.649486704386517;11.611353574075142;10.854291042721833;9.955118763153104;9.335839186672612;8.542832693803028;7.783731965998214;6.719987762860605;5.841642081563822;4.757000306138893;3.679854622422118;0.0;0.06062811264833529;0.7603767818712711;0.06062811264833529;4.728683602306102;12.958426105744135;12.985337565354424;
Halandri;19.493401228658424;17.962735143654346;16.266507309383194;14.704969588001049;14.571101287302133;13.354223716962935;12.095671417169637;11.666125430485614;11.239179363139245;10.585165256217916;11.008252949548186;10.386141027517516;10.227942590263961;9.816127767895564;9.554763028754842;8.85777623752082;8.464436201714799;8.167956926913785;7.502497408774988;5.889549349797792;5.135768264045087;5.117012944962736;5.967688356083361;6.611563709154515;12.876946572406625;11.691353368674049;11.008252949548186;11.400630426582005;11.606326854480551;11.239179363139245;10.875473177007546;10.907932476579864;11.746793121777243;12.229698410369664;12.50698116107669;12.128374880998226;12.446113927228026;12.887739421730531;14.721525427359367;13.78963347685491;12.705824820898547;11.666125430485614;10.907932476579864;10.007526604431169;9.38839000212606;8.597156236991806;7.839226329354956;6.773822503424205;5.896433116611992;4.81269000587199;3.7357097236949874;0.06062811264833529;0.0;0.820992966152381;0.0;4.700137161598867;12.938073428926714;12.94477903484182;
Doukissis Plakentias;18.738530794509185;17.232381811265476;15.52840717191279;13.971459948572958;13.814228653226447;12.61347106040362;11.342026525467915;10.92267261219155;10.479921896591367;9.798972416503469;10.204819213174098;9.572271914436218;9.410280363365844;8.995170567476194;8.734898472009808;8.048928075000548;7.666726448796592;7.3863466318998245;6.827064467197689;5.157688893936862;4.453517171205522;4.618931197979481;5.53957240163618;6.27822227762415;12.060468591866867;10.881009949571657;10.204819213174098;10.610296263403557;10.829989987959248;10.479921896591367;10.127950053136065;10.180543813564414;11.0321738470676;11.525214791850336;11.828202997689884;11.466504816158524;11.815779905859818;12.298569592749612;13.918138298105719;12.99528937924237;11.940493350217416;10.92267261219155;10.180543813564414;9.298014537826365;8.677429302311664;7.861924936670312;7.088089537313183;6.04784772481494;5.158095337401866;4.063444875236846;2.9877722160344855;0.7603767818712711;0.820992966152381;0.0;0.820992966152381;5.121458189633043;13.2201212050456;13.495491589789838;
Pallini;19.493401228658424;17.962735143654346;16.266507309383194;14.704969588001049;14.571101287302133;13.354223716962935;12.095671417169637;11.666125430485614;11.239179363139245;10.585165256217916;11.008252949548186;10.386141027517516;10.227942590263961;9.816127767895564;9.554763028754842;8.85777623752082;8.464436201714799;8.167956926913785;7.502497408774988;5.889549349797792;5.135768264045087;5.117012944962736;5.967688356083361;6.611563709154515;12.876946572406625;11.691353368674049;11.008252949548186;11.400630426582005;11.606326854480551;11.239179363139245;10.875473177007546;10.907932476579864;11.746793121777243;12.229698410369664;12.50698116107669;12.128374880998226;12.446113927228026;12.887739421730531;14.721525427359367;13.78963347685491;12.705824820898547;11.666125430485614;10.907932476579864;10.007526604431169;9.38839000212606;8.597156236991806;7.839226329354956;6.773822503424205;5.896433116611992;4.81269000587199;3.7357097236949874;0.06062811264833529;0.0;0.820992966152381;0.0;4.700137161598867;12.938073428926714;12.94477903484182;
Paiania-Kantza;20.36797161733689;18.57515534857375;17.0373322943822;15.492959567846562;15.658099406523151;14.303250192774456;13.285137012729747;12.761387862794283;12.56330360469903;12.345333753929156;13.057000025410755;12.744624072276808;12.738918468542336;12.672803480249923;12.556697204963136;12.23018637049478;12.022319354806044;11.905544314896114;11.795711944855789;10.01266381024964;9.451577321666074;9.739553751339956;10.640988388749165;11.311560015133665;15.19853353409842;13.867319321972445;13.057000025410755;13.17149825862334;13.139764503642656;12.56330360469903;12.082867653080143;11.881999409955682;12.512850015297197;12.852566980544736;12.854191996946179;12.347109352260137;12.360135187060393;12.426431872660476;16.58020513824857;15.499454151828445;14.010191077609756;12.761387862794283;11.881999409955682;10.881743269331102;10.34715308359851;9.904896007293438;9.424415801891806;8.278288035150895;7.701782479243316;6.9927211162034695;6.256433432066936;4.728683602306102;4.700137161598867;5.121458189633043;4.700137161598867;0.0;8.314437326941073;8.46480455046884;
Koropi;22.577663436502686;20.58962219957541;19.52386021228397;18.262297130927806;18.839952902478537;17.531220689676942;17.05362059723191;16.516252298835013;16.664312503440957;17.04278751904886;17.97632103073043;18.089058655865493;18.262876617631655;18.60253152423338;18.66455180275459;18.7813306811204;18.79237602054789;18.875177388920193;19.36513045398079;17.51937805932485;17.172747303113592;17.768642829331295;18.737579506595385;19.497411403598026;20.14368338313533;18.813139983356166;17.97632103073043;17.723497119901932;17.393240594944775;16.664312503440957;16.14187447256516;15.685848856195573;15.877702827944013;15.933131931079469;15.535337881102858;14.973884408582512;14.524592612220845;13.978717815517177;20.724237586248186;19.58679726642539;17.79131219625462;16.516252298835013;15.685848856195573;14.828104107745462;14.5588190830323;14.663919756581672;14.632007596876944;13.768123218625595;13.671859288568902;13.513661513586204;13.263660941327085;12.958426105744135;12.938073428926714;13.2201212050456;12.938073428926714;8.314437326941073;0.0;5.0272563336112075;
Airport;26.54286836957563;24.586053226664585;23.333863633525656;21.93745135682532;22.369984692453173;21.00778375891715;20.29103737895421;19.742301013205918;19.74300707414348;19.853174690576125;20.700958473103846;20.591889060824073;20.669623000608787;20.776771909224582;20.728232892024767;20.547563572771175;20.397287045070268;20.323502208300898;20.25343064319967;18.477253767632845;17.898733245351004;18.061739741248797;18.89054981727688;19.43425168441981;22.90178425869571;21.543803295730942;20.700958473103846;20.623583204531908;20.424732160626764;19.74300707414348;19.221892848353793;18.861389846440957;19.244851114056925;19.41647104355532;19.15772568193639;18.594497722927997;18.294864765763542;17.935000099789413;23.884471467661093;22.749469263478073;21.04493365273636;19.742301013205918;18.861389846440957;17.907065941399253;17.507698745173435;17.360768750677487;17.10289321229336;16.053848266691848;15.688110199778796;15.191152846366007;14.604856876475584;12.985337565354424;12.94477903484182;13.495491589789838;12.94477903484182;8.46480455046884;5.0272563336112075;0.0;
